views,money0,0
230363,266
169535,553
166748,653
148506,463
138903,282
37734,113
143295,362
146980,560
169105,324
231121,1100
98396,137
217240,318
199640,823
142635,563
43095,22
231827,312
154806,402
194929,544
148526,327
223380,138
11845,25
240996,1386
226710,318
248554,466
76878,215
121577,443
216509,520
26117,96
59754,257
185493,709
221984,269
116113,77
165782,778
95550,229
171362,928
42743,196
61167,313
259944,1515
163756,903
260897,1560
187205,291
166614,784
244444,786
52125,114
40310,58
128199,267
254718,890
237625,1034
80892,79
111538,143
222594,1041
118090,91
149524,827
26217,143
34559,126
252676,330
264366,1258
282682,944
35846,73
277163,864
228309,905
93803,249
26347,24
273422,1098
42461,45
294449,1703
86736,519
25531,97
257701,893
230457,1100
142358,293
269258,1025
206197,387
119696,321
119107,418
196902,131
160232,546
134159,731
236602,1267
22197,125
160196,359
228376,252
128559,268
177238,529
142272,119
193017,834
19839,25
171592,576
121072,187
317627,1214
212596,140
93582,511
218657,839
289036,318
134828,637
31392,79
233414,285
112310,498
171565,292
313935,1594
232202,755
232951,519
218720,505
22636,86
90951,408
218273,148
103816,483
21012,92
65005,371
186389,641
96521,295
238557,662
133416,543
16406,69
280038,1623
166044,789
123311,272
90125,505
104432,292
190037,119
282263,919
226857,139
263814,650
309352,1341
349489,735
325321,1525
251360,479
41563,226
140359,521
127858,201
226985,830
62774,122
298162,1151
146090,82
191738,1078
367590,2162
287424,1063
20615,26
203251,630
352264,1543
98129,562
158899,585
336140,570
91654,130
90844,391
105922,175
239323,728
129746,694
379335,606
223342,756
36040,91
2588,3
107136,424
90658,355
286300,583
268623,907
364044,592
173302,425
312422,186
341735,206
206932,489
291752,428
382943,352
118354,420
276668,639
329990,1313
146724,486
50126,279
90270,463
9278,5
2808,7
113368,658
363118,1861
302238,970
350235,982
6073,3
363642,1827
6841,21
393692,1304
413382,576
62003,168
4165,17
267544,708
34815,133
34263,118
347650,1327
193218,126
262929,1374
233852,374
186615,973
348962,1711
283835,701
241222,481
170243,386
387708,1677
219941,521
264323,1150
13078,13
141507,224
292980,211
394380,690
47460,279
154540,908
309131,1286
266995,813
386461,296
403665,2347
51638,275
254699,321
127237,150
13405,50
189849,555
418371,1640
269120,1072
436915,1265
342681,402
208636,1213
439686,2020
321729,731
107039,370
199436,745
147299,202
38473,203
224026,1341
369863,2188
47649,39
74042,70
227670,1160
260814,366
270688,860
96056,221
464443,2181
326858,1627
240986,562
112566,155
34981,124
45448,98
201883,1045
37555,52
82556,342
426399,1677
355896,734
4229,9
326035,1239
356452,1534
65224,134
279555,644
236241,181
413177,245
71859,331
370900,1613
152800,539
376444,1330
29599,97
448581,1355
7161,18
136871,141
162218,775
215946,223
237509,326
373104,1707
236319,921
60083,85
97275,103
397528,887
385422,244
473553,2465
454146,2032
329021,1163
152611,695
453533,819
113017,129
460410,1746
475990,2074
512437,3049
199483,958
367439,290
446050,1890
404477,1400
198933,250
107532,594
67855,252
430560,593
188510,855
320381,1635
285773,1647
382881,1134
232632,526
290671,339
7335,37
489916,2287
424239,2012
487247,2394
78704,436
396809,1338
365874,1635
260565,1447
430425,1246
42277,91
361469,1025
140775,781
456682,1634
12951,49
89786,241
87193,283
391332,544
319812,1848
282462,895
483501,2144
211827,649
505054,894
48101,180
67755,35
266569,1466
504877,1568
114737,475
162198,650
260940,764
538249,1416
437107,1913
529282,1926
10570,34
114975,686
536351,1808
40877,215
250444,1008
292754,449
38825,32
47220,127
421254,445
37827,105
320474,372
232912,682
520326,1803
89975,319
295454,731
259975,984
262456,904
483799,2674
15127,88
496549,1944
355841,490
299823,1003
516656,2808
579261,1698
496836,1398
405453,461
488831,2124
106489,295
216111,854
214397,994
467548,898
404104,544
478679,944
241498,1388
133192,653
557773,325
381838,1916
299373,459
578551,581
482513,293
254131,540
15211,19
323629,1426
129472,229
537103,3003
575079,2936
24963,56
450447,1180
369194,2213
85727,264
301846,1755
4511,24
424282,1490
498826,1168
265372,1335
398217,1487
57843,265
534785,1076
394148,220
69882,355
381547,379
562706,664
437013,719
554329,2579
407253,1721
261549,725
152161,106
61464,306
155007,599
321372,1397
284972,635
120741,635
352898,525
113653,421
391058,1989
245722,1471
442404,2612
550674,2772
536663,680
353510,1312
30134,15
222504,423
552346,2720
490842,2888
280113,301
490806,913
621184,2944
339750,226
397571,2263
334061,179
520074,2798
59015,245
68164,122
55248,117
473737,1075
16990,20
378258,751
207220,1018
369932,2172
538859,1248
544802,3033
305121,438
365287,304
39407,53
36834,193
608413,1030
276969,1363
531517,2804
58890,117
283066,1416
158376,667
94474,492
356388,1990
594527,855
558483,3029
451126,1859
466873,1223
3914,20
156254,764
650329,694
101831,600
137564,161
1924,3
285667,1249
347767,1314
117016,471
642650,3389
370589,419
199142,579
57109,328
600083,426
676150,1520
173857,469
172310,830
625036,2339
687428,1696
559376,761
107142,479
108104,416
579275,1210
224567,1313
275811,701
222164,726
333811,1749
395074,458
627194,1432
344555,811
36956,160
57410,289
195731,966
635967,3290
152349,117
433339,1116
157682,525
631969,904
101157,439
62072,156
640648,1061
635033,3454
622043,1167
614941,1694
438505,1292
549685,961
310242,280
516251,808
282563,1581
682680,2007
591281,3282
289048,465
611282,3656
241327,756
686864,3851
32832,63
3092,13
297868,255
553493,500
617383,2151
362569,1751
117493,145
226849,1215
251517,1473
528401,2571
125577,279
83590,491
309328,434
85103,45
37925,52
723174,2516
590731,1893
446992,402
288153,682
640370,1743
723414,1444
458574,2393
644198,1709
405614,1588
128932,253
403232,441
567476,2517
532776,2310
204955,141
14953,66
311380,867
567360,2799
259872,796
651270,3474
664846,2442
268531,1147
376903,2037
388802,2114
608042,3150
562894,956
666028,1851
713922,778
311528,1516
457735,1196
382876,719
395278,1607
136370,385
627064,786
558422,2324
523894,1938
646879,3299
118375,338
337969,701
89539,107
699755,2636
447128,1535
101676,586
25333,141
701350,2690
69447,282
10668,9
351695,2103
498441,287
209770,229
163466,600
706405,1102
782089,4331
493032,2058
354558,447
144679,484
361452,551
113384,429
524931,2043
264041,500
370272,710
154056,454
362327,704
382470,1147
757689,972
555496,2227
420770,2400
738106,3455
452778,472
399196,1939
422995,1404
79668,292
203370,910
79833,184
667700,3091
340724,228
526643,418
803261,4725
454701,1451
90989,327
296865,1253
410734,604
441461,2036
265757,552
7028,15
651099,888
788099,4067
95369,514
418935,2018
444339,368
394567,1626
221153,651
215790,1276
235660,497
837837,1065
518907,1174
303433,1042
167464,733
671795,3063
654654,1238
467302,526
439552,1722
679058,2136
634855,2628
446745,240
476572,2590
117365,683
679277,2071
340957,296
432050,1432
465392,2497
53396,246
389072,1896
651689,1867
109662,267
380458,1132
214940,387
96019,348
575705,1604
146565,871
638199,3445
160813,711
315219,1678
765363,655
249005,808
446526,906
498091,2706
485078,2219
546688,2430
324530,1275
102281,93
288055,1657
606586,3436
294794,1483
314059,1858
6197,15
675313,748
7776,42
852469,4521
838396,2952
262800,539
81951,340
792313,504
710779,3427
248003,398
303107,1425
228665,1090
610488,2039
12141,51
635292,1804
184407,1027
126580,734
355071,2032
369672,362
821279,1030
333262,441
655967,2228
364407,2074
494085,2152
159610,517
69493,245
608904,2285
872677,454
907398,1673
392762,840
37983,98
763907,2199
902478,2943
384165,1818
149465,416
737158,1407
382118,681
109969,590
429444,1163
615618,1207
261865,1095
792261,3573
757609,3837
304789,579
772259,4352
472284,1400
784028,3740
713587,1368
599435,1715
325676,1380
681677,3266
683473,2920
233078,395
103840,548
671000,2379
739490,1083
504209,1898
890142,1766
555368,2383
822169,2938
687584,2980
382151,937
135040,331
221961,404
420864,630
35713,30
74334,91
731954,3776
428338,1719
1524,4
364333,1381
397555,491
128854,170
72261,167
887301,2721
559526,2716
343364,626
214284,606
416992,1004
596772,1200
302470,877
310351,1516
603505,530
355052,407
171639,926
511508,270
16862,76
832330,3452
908352,2887
330819,794
392439,1483
870036,2412
656490,3160
284802,601
572234,1959
114499,347
182156,824
860487,2038
130029,650
670964,336
445634,1315
472474,2785
183334,641
770763,2806
584182,625
221242,442
760385,3058
354803,483
398130,849
464574,647
366044,496
456868,242
295993,1465
963499,4225
80659,192
161796,470
233635,1319
280113,302
682269,2304
670087,1166
907024,486
383549,279
801009,2587
361749,915
107172,241
779310,4608
50049,291
60479,306
762774,4488
407855,1312
79096,119
519941,2720
549426,832
879336,1860
463782,2246
126539,744
477833,2006
659237,1013
576348,1530
694189,2517
358945,486
430962,1413
910663,2175
1012547,5064
68840,367
830665,1252
866433,3235
821972,3737
894677,3413
289047,1031
2746,3
61124,87
346332,829
685928,3621
660820,1959
470333,2285
690457,3406
509509,293
820218,2564
746586,849
959458,1053
377398,309
37261,125
267040,806
589670,2981
532437,2543
971495,5035
388039,1266
759442,889
429589,1983
127019,195
198876,130
655355,3729
440579,1997
257674,897
226892,635
276776,995
356978,1435
390931,1176
790975,3135
439210,997
287230,980
962824,5501
114815,471
239824,1022
1045164,2669
399871,1613
267429,754
677969,846
464654,1305
106731,84
50929,66
111991,664
988908,3338
37075,173
1040289,3906
932745,1999
711241,4160
317233,777
753471,3908
653856,2177
125541,610
976452,3915
987025,3575
381949,773
193248,657
129879,506
952032,2003
636919,1867
68044,357
938031,761
309167,683
626259,2706
782437,3763
851816,1747
312903,1187
777538,2566
501198,1730
370964,1090
50347,186
711064,2261
284001,1559
601363,3449
449749,804
463787,1394
502957,2881
815709,2642
268660,1218
497582,1097
499294,2546
723811,2572
492703,2116
1005394,552
968015,3116
240273,539
341583,1929
677058,869
679331,3720
767565,916
780030,4265
32939,40
617234,2871
1038372,1372
2888,10
955013,2370
310930,1714
206,0
882426,1807
390633,1085
440707,926
83268,104
1058775,4849
91131,508
1109237,1548
536105,1412
371244,2007
740559,2191
1074212,4414
947915,840
963206,1486
832916,3794
152221,818
450411,736
1129491,1333
33911,37
658838,1033
863610,3513
41966,223
869367,4511
391475,568
1019410,4190
256936,536
751503,2245
980310,5058
684146,2338
818855,2053
704223,999
464560,2069
1077964,1115
1137843,3994
955621,3591
584138,1601
678571,481
279341,1403
533025,1521
857564,3241
68926,326
630432,2824
720352,1359
204217,772
1126248,1404
991390,4636
507678,527
196330,830
30232,84
135046,432
1157075,6183
987420,4318
707450,2825
253730,1011
1121174,962
1025704,5175
422444,2245
749807,2547
285583,888
628958,2689
237895,228
345866,1153
684974,1233
593649,1007
120704,174
505448,1012
1137806,4268
908339,2037
173696,537
736570,3355
952021,3368
900392,2106
1000996,5215
1037475,3472
106351,620
709518,3295
215782,327
891716,2035
800533,3394
202216,675
836739,2376
679146,949
327399,430
92155,367
26592,18
735813,2745
984286,1367
354182,1524
521034,2071
1009128,2517
725964,1161
810573,909
644415,507
899045,1454
323243,1602
227874,531
238781,360
762553,3918
187656,258
651975,2092
98292,128
934331,764
317167,479
194700,196
414980,801
341122,803
1035029,2930
116811,559
6590,32
381837,1971
308201,1554
29397,176
302235,431
174382,542
1195139,6670
296101,536
532939,1472
972206,4550
234541,398
193240,862
135832,223
1281,5
391430,247
452226,1170
28108,75
2432,7
455785,2635
1111524,3696
1149988,6664
220841,1122
662702,3054
800299,3864
279011,248
840461,5024
693745,1781
1257328,5461
47120,119
109449,202
10825,29
1081030,921
212822,1090
376892,1966
164804,897
945789,1045
113285,469
580437,2696
1136878,5866
451656,2623
476541,753
957750,3598
1078270,3965
621886,3342
129730,478
793122,791
860966,1554
804343,4039
173004,398
747322,3400
736062,592
864733,527
417705,736
1122741,4319
799038,2863
385314,521
423639,2173
627477,2606
688173,2438
184311,272
1150612,5702
348050,1267
564993,3055
125402,82
742334,2107
394007,655
877584,4248
1073024,5508
431859,390
1023279,3834
1271404,1372
475042,2673
631375,814
649159,442
732781,1980
328465,1696
618241,2079
596570,3309
823021,2197
592101,1844
87365,388
221633,1206
580599,1702
893287,2837
343541,1393
573012,2063
194819,491
930414,3761
120846,380
1183906,6503
666212,3324
733661,1993
959943,1650
220997,1021
631349,885
999601,4731
1102062,5211
587410,3443
206308,325
344087,935
829579,2128
45448,249
221604,1106
103835,239
1020846,2674
1123002,3179
172768,492
1139902,4310
1307503,3137
1317320,1238
308919,1747
995802,4458
364911,639
385252,2162
851622,3660
605901,2789
1015768,2627
7275,9
170285,521
934046,4914
197713,252
912798,628
152820,903
569610,3042
48325,215
68963,228
815128,815
1178605,6097
41992,113
915583,5078
591483,2845
916958,2473
885151,482
1161046,1248
1095074,725
498606,988
537291,605
1184756,2126
61320,244
868058,5026
1201953,4159
718601,4135
581337,2942
901557,1744
754172,2316
1159506,5478
57633,277
1050420,4406
147288,278
883435,2323
466107,2364
1307423,1443
709283,538
1148622,2585
1111841,4309
1364356,4480
600159,1537
524764,1778
970277,1668
555110,600
866728,4581
1381662,5874
1136030,3996
1198898,5335
590678,2140
1966,4
281977,687
15698,11
379029,604
77940,374
834120,4454
697810,1019
1253759,1064
957401,5000
1299510,4701
321166,1497
99213,165
1065365,5633
514997,1629
1219085,3633
420122,919
588368,933
1351803,7435
240727,1411
328078,1616
1126845,1754
645045,2309
168863,351
45672,59
795703,2031
178618,725
1415419,8337
1282458,7625
680365,797
213669,420
1155334,6277
1353357,2338
588150,311
256009,1408
359356,639
835664,2317
239009,738
755388,3272
1341749,4748
1117176,4266
940861,1282
527954,1067
22945,23
1375262,4387
762608,4303
151187,348
535022,1848
1183882,6659
1278343,5305
812705,2322
1066165,5397
1069572,5761
1335311,7704
892058,1391
909518,2233
591979,1904
1132271,1325
1223343,6962
393017,245
44878,41
814772,4043
728310,3491
682447,3597
120554,217
88776,147
757526,904
866731,2354
392838,1156
114844,634
28636,71
893656,4629
646664,2943
417559,376
1203650,4723
1246597,3389
398266,713
129637,223
367328,1497
1063009,3437
1300996,5043
498855,2130
254071,1111
336463,1414
75874,44
1097735,3472
1436530,1047
480531,272
609699,421
40372,132
408145,1446
1173925,753
766677,4304
1460491,3042
1121425,6278
618641,2061
372864,1325
420938,415
847961,2285
147790,193
191759,895
238467,817
651938,2929
367592,777
1366907,5942
983937,3644
1000529,2615
981936,2987
1057196,3960
81376,318
350975,528
314243,1717
884634,1536
465615,635
846177,1628
1179737,3852
1169424,6823
1371547,5560
1300467,4244
645765,3486
825060,2220
261007,331
85853,492
1359335,8035
907491,4003
354369,810
233616,1139
30181,155
589274,2558
1035451,5346
1044570,1306
377901,748
280806,205
977168,4842
283293,1378
38125,224
5860,19
1209517,3728
578043,1936
1070681,589
1129266,5848
1226994,6073
1063668,5899
892639,713
274332,576
777920,2886
611613,1219
569788,1959
1508700,1230
654453,3645
1292197,1666
1334898,1525
609975,3477
6115,14
942765,568
1357521,1047
588951,1313
18856,97
498219,308
731687,785
969468,5264
1097389,5593
734897,3905
70601,295
1295151,4525
660369,2486
269619,501
741715,615
1113925,2431
1108221,6175
629847,3227
269038,856
1086598,5950
1282728,6701
635040,1803
160529,84
171163,349
1053386,3752
1090647,1056
865954,2631
1005493,4610
1417937,5007
640274,3253
653282,1648
112456,90
983482,3731
1525395,6685
362801,950
6570,28
4629,24
750340,597
672276,3526
74256,398
737733,678
1493268,7625
47284,267
1229917,5975
601125,3378
1213318,3538
1518209,7271
1397640,7129
655360,2686
962235,1236
951685,4314
1213277,3710
464736,585
172093,149
1050125,3860
155570,684
88289,522
1218654,1140
1320680,698
620778,3385
727946,1095
981129,1354
461696,1225
1374993,3200
1038325,1758
260429,1134
1050124,5983
1272904,3175
176170,750
1439710,2785
130081,585
264761,613
69294,274
1452080,3036
635539,2756
1526621,3494
270115,245
1617090,7824
1034700,2312
137905,643
756739,3486
38435,47
215100,1054
1420141,7630
1140006,1650
1071721,5086
1263610,2579
429828,764
1314750,2889
1380586,6530
730270,2250
385434,408
593511,3071
1619603,8408
1626280,2466
605390,1544
373724,739
570348,818
721599,3542
648669,552
1195695,5700
1408311,1615
120802,337
729902,4016
1552855,7375
1037958,3020
1524410,1454
1218161,6676
1640807,3300
1120068,4911
1095810,3126
138585,515
143935,269
1341429,1182
809415,4505
1256231,3913
85042,125
967263,4843
188341,388
1373100,2160
1251543,1938
491006,2032
1182355,4886
1095862,1528
1145322,1852
542607,2786
456034,2084
273742,594
135108,491
1650239,2590
759398,1885
917845,3225
334071,601
903165,705
298545,640
395128,583
563370,3059
304859,583
1567947,5612
854472,961
1052288,1505
1441483,3668
867234,3565
210070,108
233266,367
394241,1856
377078,212
487213,1786
1254305,4420
699126,1359
863376,498
736415,3475
833711,4654
133546,709
929384,2756
624342,1931
534184,1220
109156,76
1380125,5535
1493831,3763
887224,5095
1131323,1721
1218793,6108
1246121,6452
1356336,7256
1048868,4347
23059,69
1503073,1735
866653,2229
1081553,4125
1379687,7752
1278318,4572
963372,1497
1203490,4380
804718,3192
412698,492
267391,407
869953,4185
1456228,3042
775353,464
7317,33
71126,411
647663,536
960723,912
179492,474
807504,4487
1221020,1570
1469627,1598
1575101,3020
1342789,6709
1391357,722
1641000,4438
1716707,8648
394025,471
424208,2487
283938,1365
1419121,7281
599624,3313
47773,257
3233,7
1646407,6867
147362,702
1596275,7072
836449,3111
971824,2220
934271,2149
10097,54
109819,465
1266563,1385
601055,1481
1697,2
1635203,7807
37840,82
1329833,3439
1145104,3705
926582,2582
1216033,2871
1153597,3127
1514205,909
1237347,7087
254861,1149
1751886,8361
305544,1404
549041,2111
245241,590
1098253,6029
1271422,7255
213186,693
573602,1360
1115966,5495
327842,1790
455569,2653
1677947,7115
113603,431
1676499,8845
232136,823
1305040,1316
933401,1010
1547657,4206
877991,2007
727224,2162
419944,1072
859959,4916
597984,3304
1279985,7621
1116329,2523
1013622,5603
1102991,2656
1542142,4142
1576029,2179
1053466,3546
915260,3622
1476083,2040
442411,237
1314548,5959
320944,1579
293392,1085
1629762,4134
625095,3239
848073,1539
1798253,7572
1435447,8171
1080363,2355
970207,1753
1543373,7729
854103,1651
82729,233
1142371,3614
596435,298
981751,2003
205243,139
1300917,1766
248415,1368
302211,1513
446484,1099
457576,2025
1521625,5240
1043779,4953
724615,3238
495833,1681
895283,3103
1301553,6260
234195,561
633701,1122
1189051,2790
64630,277
1644893,6518
1144342,1606
180332,868
1526905,8751
589168,553
28036,147
938258,5390
1445121,8657
1159161,5996
544533,2630
725511,1943
504878,1140
1613371,4826
1058257,5904
939693,5605
837607,530
656724,1005
466610,2409
53282,239
1511565,3026
1068892,2596
1844021,8436
166912,740
1261676,4354
1353923,6289
728588,3255
580273,1259
1672895,5819
614585,1126
992354,781
780633,1569
1299847,2089
1146264,2991
3299,15
808986,832
247553,708
571460,2708
675169,4036
154717,844
257353,913
1748470,6238
995696,4403
1274906,709
1309127,6432
727516,3396
75818,112
860797,3320
1151788,3925
244449,1453
590185,654
1550277,4287
625999,537
423285,2110
416137,1875
1055942,758
405863,1599
981427,1110
418777,412
1615435,3414
666824,797
1398914,7900
1683046,3059
945629,5182
79517,113
754108,624
298942,1644
563010,960
345716,1674
740515,459
816975,692
501500,1203
1254369,4907
224549,1092
1248658,6184
250462,1023
1911835,9607
1709637,9247
925355,4829
551865,2964
961506,5140
1374202,3838
638179,3145
1741207,2754
317922,837
1629978,5231
1514946,8828
1409304,7121
1293973,1918
147493,119
1580620,6051
1373156,3624
673904,687
717485,936
60968,72
1360487,3473
644683,1018
1431456,3425
835046,1286
1053031,2111
1877444,5341
1316385,1646
1302930,3547
449387,951
1278603,7626
1343252,1382
145799,325
327379,1165
30978,83
357795,637
1645473,5068
1190459,3268
817162,3595
75991,81
996638,3838
1868241,6393
1747624,8697
844408,3117
861460,3396
112819,323
528295,3061
1927349,4792
1633665,3795
1121036,4390
1108910,1812
1919100,11148
1869073,8438
686899,3626
708359,1806
195019,163
1533144,5742
1287154,5013
1925222,3296
979947,2383
1789942,5099
1762276,8877
1245263,3105
1419751,3771
323682,948
133013,542
1195621,5130
1806016,5631
1518338,4338
1106886,2111
453982,1644
1695898,10091
1342476,886
1966962,3303
228143,894
1799031,1359
1161067,4855
1782713,8602
763716,4164
1421400,5066
1200698,6143
245821,1446
592748,3373
312377,1746
1817753,2617
1742891,5756
439365,946
161864,734
745149,642
1081129,1164
1844748,3457
383023,1238
150260,452
190355,363
424067,1089
1763945,1899
1584380,5140
409168,1036
1363652,855
228286,994
1434830,7871
1660624,7328
774229,4353
1606916,9409
1932998,7547
865249,2367
932265,2798
162024,430
1285168,7504
358642,1071
1185533,3111
1942881,5508
628539,2742
816516,3963
2011450,7303
1671922,1785
105842,447
1925024,6908
1505129,3460
644428,2811
479746,2542
489359,2583
1036950,5573
222357,854
1338698,6510
359581,1013
1686726,5015
1229605,1291
649336,3657
609923,3154
1400351,1292
178141,98
783193,3940
180639,695
77327,298
1496475,6067
1095129,3575
759876,1000
1470325,6086
1298824,7568
54463,248
895431,1248
317258,740
9448,13
1726251,8585
544538,522
1367282,4863
1026060,3975
412918,755
1738971,9849
1520411,805
752502,1905
1853406,2912
1011068,5718
1774708,4238
1173568,2146
1604090,3137
448911,2337
1683521,9133
1278094,6437
1000152,4714
1330185,3425
956127,3416
346699,1355
68983,201
1268724,5928
467225,1132
104230,579
242264,257
862664,1918
2019040,6994
1487313,4324
699525,2168
880410,3371
188934,122
24286,15
1816107,10672
74652,344
1888691,11250
1949663,4152
1807850,2629
1512772,4169
919669,1939
1461013,4827
81629,411
577506,624
284150,1330
887479,4934
1784740,9263
609961,3262
2078590,1180
1765846,10005
254078,603
750610,1741
689179,2205
983425,2767
1541318,7177
933074,2283
252526,674
2108797,11988
1470389,5860
2001606,11994
710173,2455
1735110,3516
1557309,5515
1754236,4942
1208208,2235
686530,1723
1966085,3566
1430574,787
600177,2434
1452093,5365
1343374,4346
1527985,1046
1397197,8148
1351295,840
712774,3780
1563938,2471
1136849,2181
1226935,1258
1180591,4081
109478,243
213053,747
1900486,4503
1684233,9085
1699975,5378
1965392,11764
2020142,7806
1222958,4580
1406039,1243
1266648,3386
745604,3618
324927,1603
1444575,3288
251713,177
1646198,4494
409201,2279
734866,3877
645921,3778
1513027,2363
1977414,3664
1045585,5006
2105647,7363
1582470,1019
1275352,2812
2147200,12439
1366877,7168
437345,2011
952154,3498
61761,335
1906378,11180
1011926,4352
1660544,2392
145115,837
1873402,1546
1334279,7973
66410,214
331713,173
834358,4181
1078376,4225
1242291,4525
1866643,5085
842727,2828
1437651,8351
221917,604
934533,1484
2007529,2794
970530,664
1489341,5141
807041,4814
1560236,7685
1322783,5281
866654,2002
1402456,7381
2104417,7553
1120721,4580
111549,300
1396273,3944
1908821,4537
37277,157
753790,4181
800422,1869
844945,2959
218917,906
176984,310
1032172,5600
1661928,2915
927179,3836
1399986,2157
1707216,5648
2149005,4587
1326166,5409
291920,479
161253,949
721076,2971
849956,1241
415990,2238
1626652,2545
1305151,2858
1095299,2616
1139986,4335
1137747,4458
1972953,4005
1105244,2774
2097577,5017
1191493,2368
636559,3531
1394654,2137
721102,2897
1345333,1820
123731,186
996827,4802
64491,370
1408779,7312
682572,3454
1628702,6475
279082,1283
1783450,7020
926157,481
991678,4335
1733487,5798
154120,700
391521,937
1496730,5841
632399,2377
1084207,3234
1114926,3629
1578312,4075
675066,1901
764554,4028
274507,1455
1229561,7343
1253811,4449
1785934,9111
342191,1697
207640,1075
1088012,2248
82788,173
543259,967
1567057,9119
910757,3455
2249410,2749
891930,1753
1715004,8345
230663,793
638095,2079
594600,912
2104237,1199
509377,2899
2206860,1521
80076,62
925845,4039
1560438,889
1670813,5486
1769462,6787
1499579,1572
2073394,2118
1947737,7503
1391509,2446
1640245,3309
1194387,2412
1314146,6377
1370690,8164
1573001,7789
118046,407
736312,4135
477962,2160
852316,4286
918772,3215
384256,2131
1583284,8310
650065,2313
1935523,9068
128867,65
980569,3360
2007623,10180
57506,236
1026783,5640
1126523,5397
234856,289
1465199,1786
827186,3926
381670,799
1163121,6401
984623,3179
822384,4922
344934,1169
2007294,2552
767112,1014
2261925,4317
1054964,1098
1100290,6312
1766693,6795
1887429,6227
2118341,9520
2113118,8092
285803,224
1239737,3806
657679,3920
178768,946
324633,1324
708672,864
1844981,3353
1681469,1812
966777,4154
1644864,2577
613161,3209
376429,1996
1140404,6281
149848,135
458222,2385
1773768,9804
486595,1414
290372,1426
214162,587
300,0
263616,448
2095937,1694
145893,357
1484447,7761
1868886,5132
194558,901
1393787,6669
1873873,2922
1653024,7439
923089,1847
1017947,1840
1219787,3869
2132653,3023
1994782,9673
1058259,3894
1267874,3547
505551,1900
1212090,3562
2020005,8909
1690560,1387
36085,113
1027850,4010
1270454,3115
732821,3541
1725259,8958
1039405,4586
412919,2013
1870421,3679
2291180,9471
673716,2110
906599,2542
401443,1147
646147,2006
722760,2099
2265697,1264
2189592,2588
1359116,6210
1521671,2677
948564,1185
1866403,3746
1170853,4400
1956503,5525
1111776,3367
883542,2294
1681351,8955
1925149,6074
1307796,3651
1545634,7418
652997,2757
1728303,9406
1286106,1298
1864083,7515
2000267,5649
1471011,3633
185333,127
576534,3315
296783,1244
474608,1715
1510998,7596
1158258,3419
1806083,10440
1063121,1267
982919,3211
993030,3413
1859414,7745
958110,3914
718132,3093
2244292,2420
832714,4488
1542124,980
1244023,2508
1417387,8056
1806629,6061
700660,3547
2286254,10184
1543606,7311
1540776,5872
987740,2361
1071486,2879
40225,90
80903,453
2201972,3852
2398638,11205
304519,1157
122893,729
776159,3334
488673,755
925617,4560
785504,423
1956172,2959
2396812,4035
815104,1623
770050,1941
874096,3840
517636,2838
1795037,9478
992573,2676
2210140,6363
802106,4283
1798614,3289
2391177,10211
1678321,8560
1141720,1167
1744152,5227
